"date","absc532-TKB","absc1064-TKB","absc532-TKO","absc1064-TKO","absc532-TYM","absc1064-TYM"
2011-05-08,1.48048758729041e-06,1.51713538302453e-06,1.45013289600121e-06,1.3957865190351e-06,1.66984211381129e-06,1.57881591898363e-06
2011-05-09,1.43198863047673e-06,1.29893224544983e-06,1.55523966705365e-06,1.7581589401315e-06,1.46946790916178e-06,1.21875621066576e-06
2011-05-10,1.56960938052763e-06,1.45253905267875e-06,2.28466805545914e-06,2.2321608083638e-06,2.33628008151543e-06,3.01455614875152e-06
2011-05-11,1.41294631403574e-06,2.17774799246043e-06,1.65918317304758e-06,1.92228190227649e-06,2.05669167102749e-06,2.76695448356454e-06
2011-05-12,1.5283928850368e-06,2.91941351710635e-06,9.24498302162472e-07,2.61719654515352e-06,2.68563262818563e-06,1.8750159551564e-06
2011-05-13,3.98682236534617e-06,3.05072653075547e-06,1.49608755749584e-06,4.50319034210694e-06,2.73656839587787e-06,2.02954558172498e-06
2011-05-14,1.86711892262773e-06,3.47380037586271e-06,3.9946106355189e-06,3.985723580413e-06,1.27579833080084e-06,2.138997724582e-06
2011-05-15,5.29725548151065e-06,1.84908242522523e-06,4.54420040732375e-06,2.42629640363993e-06,1.23343022467265e-06,1.46420592955823e-06
2011-05-16,2.14377910235367e-06,1.82525358210082e-06,1.84390166581039e-06,1.77079934959448e-06,1.30510432245682e-06,3.48224231606399e-06
2011-05-17,3.35775740090224e-06,7.23308316685216e-06,3.68425730848691e-06,5.19145765059302e-06,3.13210067648552e-06,2.65270482796848e-06
2011-05-18,5.81499009328591e-06,2.40286640547037e-06,4.7738308583491e-06,3.40155571796916e-06,4.59146574652999e-06,3.62258943268013e-06
2011-05-19,3.51963351388022e-06,2.49885585601424e-06,2.93594356284963e-06,7.72838518655135e-07,4.97458953529589e-06,3.8657532139931e-06
2011-05-20,2.74476620426644e-06,1.71440673093578e-06,2.57609861737551e-06,2.19901831144307e-06,3.8242985355551e-06,1.72042411505812e-06
2011-05-21,3.78489049297513e-06,3.20551101024265e-06,2.80616355065539e-06,1.92660499386795e-06,1.46466219396088e-06,1.35249949691305e-06
2011-05-22,1.8269609468455e-06,2.32769392946984e-06,1.42462375472771e-06,2.16873396112605e-06,1.62231284837748e-06,1.92812991961538e-06
2011-05-23,2.32328229265234e-06,3.77384182475202e-06,2.13672303942044e-06,3.37378767108485e-06,6.80108509323033e-06,7.16890024044166e-06
2011-05-24,3.54669089515456e-06,5.24511481613256e-06,3.06755795644356e-06,6.34025558937816e-06,5.05478463000674e-06,4.03228067103673e-06
2011-05-25,2.04004912903093e-06,1.63658844533431e-05,2.15370157416719e-06,1.14751877445021e-05,2.5818108531837e-06,4.086679392796e-06
2011-05-26,1.89649488218657e-06,5.48135648673478e-06,2.92577238835659e-06,4.71929496993237e-06,2.12089777990052e-06,1.34892452657506e-06
2011-05-27,2.45091483240541e-06,4.50535459035729e-06,4.49831641397154e-06,2.47269063894204e-06,1.27019945674912e-06,2.93572642320532e-06
2011-05-28,7.00091631713895e-06,2.38312292400546e-06,5.1559929940602e-06,2.1220174463622e-06,3.51665706034821e-06,2.75628117867898e-06
2011-05-29,4.00339929303284e-06,3.8184626438104e-06,3.01514484897755e-06,4.88655161077874e-06,4.91047035062085e-06,1.56169977079494e-06
2011-05-30,1.15753073928603e-06,7.8580899618097e-07,1.57213030915041e-06,1.13535801297264e-06,1.74891179489011e-06,1.44365618578518e-06
2011-05-31,1.43640646927325e-06,2.05179453267354e-06,1.16816306857638e-06,1.97036888036186e-06,4.01696039438457e-06,4.38396805963206e-06
2011-06-01,4.49139752118997e-06,1.22628519564817e-06,3.56429123492338e-06,1.81394888655525e-06,3.26172334360831e-06,2.60900418565433e-06
2011-06-02,1.57887760459157e-06,5.47531097872589e-06,1.6149172717645e-06,2.60746474353509e-06,1.41928485954408e-06,4.32121290076243e-06
2011-06-03,5.40678416865797e-06,2.23621671550857e-06,6.52422284144974e-06,1.82164743882158e-06,2.58903001802933e-06,1.59018072509318e-06
2011-06-04,2.54628383861116e-06,1.77429433929935e-06,2.07641555974711e-06,1.75954672777049e-06,3.3323451300133e-06,2.11563837555684e-06
2011-06-05,3.60581647297439e-06,3.72029295251735e-06,4.98944900828927e-06,4.74763225129495e-06,4.97511824603005e-06,3.46243940064697e-06
2011-06-06,3.40262375006417e-06,4.14950052893125e-06,3.71252632901593e-06,6.22233375981534e-06,2.67336380403035e-06,3.09541172686958e-06
2011-06-07,4.02908500561174e-06,3.06271493061807e-06,8.16287960469171e-07,3.95430746254022e-06,2.17894055161344e-06,3.38804399895947e-06
2011-06-08,3.15776524346131e-06,9.43463257680802e-06,3.17132801859441e-06,3.97241596485023e-06,2.20304723997667e-06,2.43462648705173e-06
2011-06-09,1.76481312481646e-06,1.66283388137178e-06,2.88976979622103e-06,2.04404999803063e-06,2.38246669139551e-06,1.87683441607656e-06
2011-06-10,2.91329940022264e-06,3.58466569412917e-06,3.08439598064715e-06,3.13601034414726e-06,2.31821405304245e-06,5.07539937650492e-06
2011-06-11,3.05827891409601e-06,3.8860324683677e-06,1.75308581186483e-06,4.46319040469397e-06,2.90920579624009e-06,1.55336675789649e-06
2011-06-12,2.10120586841056e-06,3.44361685906895e-06,1.7293386237303e-06,3.69821747308611e-06,1.90920977651024e-06,4.17502835549206e-06
2011-06-13,2.64349609931848e-06,1.62496272098373e-06,1.87245513428302e-06,1.73650413299864e-06,4.06278176296449e-06,2.09866056920583e-06
2011-06-14,9.56698473480978e-07,2.01344077372276e-06,1.21679166199186e-06,2.38629281448142e-06,2.64265404349277e-06,7.11127379049324e-07
2011-06-15,1.19028756346678e-06,2.83302339393291e-06,1.17523473741632e-06,3.45491326976723e-06,1.16078068920754e-06,1.05520623711062e-06
2011-06-16,2.12245284304147e-06,3.0271058608898e-06,2.16389185149177e-06,1.79014099337264e-06,2.78187391010822e-06,1.84271667898374e-06
2011-06-17,6.23400489598032e-06,6.26125723743176e-06,1.89434529508109e-06,2.63154929608977e-06,7.35285825327641e-06,4.61915342011786e-06
2011-06-18,4.43958315240324e-06,5.70740383542527e-06,2.20881680909757e-06,4.11007927776457e-06,2.58599857281268e-06,2.24981505939323e-06
2011-06-19,2.3594676184064e-06,4.57018327412915e-06,2.07313397639435e-06,2.98559688477614e-06,2.74119561940365e-06,8.64564631147703e-06
2011-06-20,4.76880894901384e-06,4.96236072422285e-06,2.78686515718689e-06,2.7140830771691e-06,3.22221439898405e-06,2.165905534852e-06
2011-06-21,2.39368717290621e-06,1.90943414083728e-06,2.18359548606839e-06,1.51143339993336e-06,5.85171420914761e-06,3.66647514238785e-06
2011-06-22,1.23865529921379e-06,1.40528632637783e-06,1.19289962335271e-06,1.45572960379531e-06,2.93860459556063e-06,2.62010911785752e-06
2011-06-23,3.29633188710661e-06,4.16826725114949e-06,3.07640202796773e-06,3.12899510863376e-06,2.35521567799972e-06,3.29059039274904e-06
2011-06-24,3.11450671171587e-06,3.46663298149678e-06,2.50740445437428e-06,3.57242141565274e-06,1.81210564137286e-06,2.03892945137859e-06
2011-06-25,1.10270464907791e-06,2.80512842483369e-06,1.26822288486682e-06,2.05666473414359e-06,4.05293257549062e-06,2.23106745703356e-06
2011-06-26,1.47541566188908e-06,2.12489676949465e-06,1.4215969940659e-06,2.4642859402714e-06,3.52179989169541e-06,4.19045871424854e-06
2011-06-27,3.608031578531e-06,2.2101404910976e-06,3.83375192379469e-06,2.46376406303198e-06,2.97879619330408e-06,2.28845232280158e-06
2011-06-28,3.29613523729625e-06,1.1547132823082e-06,4.84779104593786e-06,1.54500987234917e-06,4.56488356850111e-06,2.70081152553636e-06
2011-06-29,2.16494844064495e-06,9.97263310895691e-07,2.96559711450834e-06,1.66762654124957e-06,1.58712723721428e-06,1.54864149053213e-06
2011-06-30,1.02939672789608e-06,2.21442053159052e-06,1.45259582139872e-06,4.01716338500169e-06,4.39430820921836e-06,5.60350759395205e-06
2011-07-01,1.18183047886995e-06,1.10989377495833e-06,1.57569837301456e-06,1.52673645257982e-06,2.49851799060022e-06,5.20306457304599e-06
2011-07-02,2.27617184449293e-06,5.61268757632286e-06,3.40348186777575e-06,2.55474959919803e-06,5.4994802881917e-06,4.27843095816092e-06
2011-07-03,8.49697946856816e-07,3.07898103287379e-06,1.26051809072716e-06,5.04019637526094e-06,6.77782903568937e-06,4.61301426316309e-06
2011-07-04,1.05774075695136e-06,2.83224935331887e-06,6.08020364303203e-07,1.03687066610026e-06,5.10058795681599e-06,2.10025508741365e-06
2011-07-05,5.76087869004046e-07,1.71203739267673e-07,1.06059922121174e-06,1.40643785763955e-07,4.72584466113199e-06,7.20437252626109e-06
2011-07-06,3.59817886090537e-07,2.63246171139025e-06,2.56708252422146e-07,2.56800429276993e-06,4.74876989722114e-06,5.60467300860639e-06
2011-07-07,5.55294253584431e-07,4.52136933013133e-06,3.11003051234829e-07,6.94808620883135e-06,1.15806237581043e-05,4.66498504612655e-06
2011-07-08,2.89073644257764e-07,2.14795356973646e-06,1.75739354851712e-06,3.38774620819462e-06,2.46755174431047e-06,5.4752432711901e-06
2011-07-09,4.84761853120374e-07,2.56967918109957e-06,5.31121699895281e-07,2.62334136319886e-06,2.15946782552788e-06,1.25233043892866e-06
2011-07-10,4.12499141231998e-07,1.43937867037308e-07,5.33173020146622e-07,2.51110628765996e-07,2.84125859725029e-06,1.67414454636648e-06
2011-07-11,5.62104487800716e-07,1.75400786231376e-06,6.21523707723926e-07,1.15239292826578e-06,3.1708828392298e-06,1.81848301218252e-06
2011-07-12,3.00294772934053e-07,1.56400864888699e-06,2.07710332389287e-06,1.96791816118302e-06,2.72400602173393e-06,1.08681352771499e-05
2011-07-13,1.10445566834346e-06,3.09754429248651e-06,3.16601466350636e-07,2.72241643291026e-06,1.82027686330839e-06,6.62700353651499e-06
2011-07-14,3.76612010771458e-06,8.78442422089218e-07,2.02149719742163e-06,2.45742814229718e-06,2.28657924912536e-06,2.80593817404758e-06
2011-07-15,8.39998585240938e-07,1.7268214402782e-06,1.49335881090771e-06,1.7308162667692e-06,1.40700037183321e-06,3.99103881049535e-06
2011-07-16,2.353548396966e-06,7.49907636324248e-07,2.21664410485346e-06,1.04289459413896e-06,1.00636602983644e-05,2.2560903756476e-06
2011-07-17,1.17044779245111e-06,1.84703460658825e-07,1.25528791480581e-06,1.7350850479413e-07,8.63316488799265e-07,2.24058129162089e-06
2011-07-18,3.83079707708334e-07,2.88383775574891e-06,6.91562176698737e-07,3.05249236112286e-06,7.99606035818682e-07,2.19654095185165e-06
2011-07-19,1.04713544206069e-06,9.70711489403731e-07,8.43864012043733e-07,6.83216465522872e-07,1.78267164979913e-06,1.49319669926772e-06
2011-07-20,1.39342934379911e-06,2.33388905603729e-06,1.91554350749302e-06,2.40480400482979e-06,8.57009569988956e-07,1.6587128011644e-06
2011-07-21,2.53917996754116e-06,4.55891557944064e-06,2.43715135317146e-06,4.06271544139858e-06,2.21405734480443e-06,1.14331272562989e-05
2011-07-22,2.68371848190328e-06,1.34082309342669e-05,1.98859900960071e-06,8.73914034127686e-06,NA,NA
2011-07-23,3.94125358776059e-06,2.01931972044566e-06,2.96202010209995e-06,1.2480851621589e-06,NA,NA
2011-07-24,3.15575325952944e-06,4.27501656970471e-06,3.1711487614207e-06,3.36806343600778e-06,NA,NA
2011-07-25,2.27151656266919e-06,3.36114456751714e-06,4.37235612982891e-07,2.24931635600881e-06,NA,4.90542037544317e-06
2011-07-26,4.06299119974295e-06,1.07253384502327e-06,3.93462743532939e-06,2.357320683847e-06,4.13279331048451e-06,5.19567217783908e-06
2011-07-27,5.0164150561092e-06,5.83368983731387e-06,5.46852753443668e-06,4.89274986738825e-06,2.88016774734854e-07,1.42692105151791e-06
2011-07-28,1.07107982003142e-06,6.99522905970165e-07,2.12755485223035e-06,5.91624867828557e-07,4.44044620786073e-07,2.82868802520176e-07
2011-07-29,8.47758131441894e-06,4.86020515334975e-06,2.61611046913679e-06,2.05639737962371e-06,6.663643678631e-07,5.68583504192877e-06
2011-07-30,1.0322580720691e-06,1.63325864934465e-06,4.13738232710404e-07,1.51003990928462e-06,3.4515638599229e-06,1.37525622477304e-06
2011-07-31,3.61286047594421e-06,4.58639962817791e-06,3.77857356813422e-06,2.78049218799149e-06,2.36145872706023e-06,2.82215335823243e-06
2011-08-01,4.52711072745957e-06,3.8039005783659e-06,4.24602228133144e-06,2.47167201168416e-06,3.76015441597417e-06,4.30183525743852e-06
2011-08-02,1.98819654639726e-06,1.76245504529615e-06,4.52331240292038e-06,1.7930698677552e-06,4.98559288996042e-06,3.76150374503913e-06
2011-08-03,1.1029093080437e-06,5.59890731797053e-06,6.27303300092103e-07,8.13526348121522e-06,3.58509035830305e-06,4.59145045097626e-06
2011-08-04,9.88684977485191e-06,3.12078367321402e-06,2.99243020460479e-06,2.65534252695932e-06,2.62043757277095e-06,5.11988662240833e-06
2011-08-05,1.71501797441585e-06,1.3659952489508e-06,2.89578816281492e-06,2.6402784678806e-06,3.44640660699031e-06,3.80914927471116e-06
2011-08-06,3.19228840043651e-07,NA,1.597348205551e-06,1.43790351340261e-06,2.37481487624061e-06,5.90652370190258e-07
2011-08-07,NA,NA,3.84338522762156e-07,1.97207377955416e-06,4.79178023111909e-07,2.91795910556149e-06
2011-08-08,NA,8.93520819550573e-07,3.19788677098878e-06,2.09253271516942e-06,2.14929633450101e-06,3.24747083317822e-06
2011-08-09,4.43019267209468e-07,1.67531193474413e-05,1.57799715274636e-06,4.80770409294341e-06,2.17696882172248e-06,1.00640929706276e-05
2011-08-10,2.52062025494177e-06,4.79797086930732e-06,1.77305189061827e-06,3.41669034246344e-06,3.63469373062372e-06,3.3909904788767e-06
2011-08-11,4.0817719627099e-06,4.32410948719706e-06,1.92041839537622e-06,2.97108065393437e-06,4.24072500601599e-06,3.19365615503362e-06
2011-08-12,5.57860348895826e-06,1.31587082995173e-06,5.58492405088262e-06,2.504440449008e-06,2.56088006189815e-06,3.129087447084e-06
2011-08-13,2.19694898287088e-06,5.9575777838571e-07,2.85848364530045e-06,1.05823919926225e-06,5.01372237175008e-06,5.38019050651484e-06
2011-08-14,2.90461681891682e-06,3.34155513439831e-07,4.48719290197677e-06,4.0554216005062e-07,2.90027667150032e-06,2.27298480154812e-06
2011-08-15,4.178213470796e-07,1.40376560743042e-06,2.18107787904232e-06,1.61955308902526e-06,2.08678301646138e-06,2.789011270884e-06
2011-08-16,3.57160338440527e-07,2.70732507438362e-07,8.87832615765703e-07,6.43771366976267e-07,9.32356609106547e-07,1.02275760955522e-06
2011-08-17,2.23082098354924e-06,2.46608347993888e-06,6.68604314067219e-06,5.74981437554037e-06,4.15803225504295e-06,1.97347811001775e-06
2011-08-18,1.07395465045432e-06,4.64860019380477e-07,3.7591979707676e-07,3.6602183453825e-07,3.55151084357592e-07,2.89409700788756e-07
2011-08-19,4.95976484856812e-07,2.15490891221535e-06,4.69807222464781e-07,1.46568798361546e-06,1.12180777086347e-06,1.15182163487959e-05
2011-08-20,8.49423389685145e-06,2.98810442653748e-06,7.41433530496431e-06,3.78730803915739e-06,2.270131486288e-06,1.58521617125849e-06
2011-08-21,1.57580262906634e-06,3.17976722446173e-06,2.28519215966209e-06,3.15345974164005e-06,1.08176978121278e-06,1.65563742766009e-06
2011-08-22,5.78737052554434e-07,5.83565413407632e-07,5.18574690840785e-07,5.05833902668973e-07,5.76471607255598e-07,5.72532880243951e-07
2011-08-23,1.38218069405946e-06,5.1486457142709e-06,7.07896257595693e-07,4.72841090385183e-06,1.05259256751671e-06,3.07963531315102e-06
2011-08-24,1.09103837444907e-06,2.91909171689654e-06,1.15491418021387e-06,2.20911532591347e-06,2.89050525130896e-06,4.09534180946092e-07
2011-08-25,6.39795081544438e-06,2.97200415942784e-06,4.30831171943738e-06,2.14696922147293e-06,3.42652115478814e-06,4.57330021857321e-06
2011-08-26,4.39508089196145e-06,4.80874088700992e-06,3.85831722809561e-06,3.63063970702624e-06,2.25388498180585e-06,1.07246817460424e-05
2011-08-27,5.84526405108438e-06,2.72630195044635e-06,6.65919391257347e-06,1.57533124139069e-06,1.54073472683202e-05,2.97809869375532e-06
2011-08-28,1.13049236475266e-06,2.07990926241553e-06,1.37430147158821e-06,1.53209721298213e-06,3.08137669355905e-06,3.91486780615608e-06
2011-08-29,3.48954353542662e-06,1.87906377248335e-06,1.77151904672817e-06,1.80590947486471e-06,4.20168866548162e-06,3.19861713976119e-06
2011-08-30,4.63165070911849e-06,1.91138319850358e-06,2.02306375055209e-06,1.45963214332892e-06,3.81098836723411e-06,6.45571705902915e-06
2011-08-31,4.09303291396361e-06,2.70664489792949e-06,2.03381921930579e-06,1.95948681053759e-06,3.73537320601315e-06,3.4090988941039e-06
2011-09-01,1.97376233712367e-06,3.86066985250857e-06,1.55216233969891e-06,3.77997505126494e-06,8.00206336921466e-06,8.6961588378215e-06
2011-09-02,2.67653551830975e-06,4.79321466414039e-06,2.1489653453785e-06,5.64219539776723e-06,2.18127966628342e-06,1.84597951126272e-06
2011-09-03,3.59496578336505e-06,2.84516593655915e-06,3.64109497174583e-06,1.48421455586707e-06,1.06157396660603e-06,3.19250071682257e-06
2011-09-04,6.30283872068538e-07,9.51119828189632e-07,7.6717127200546e-07,7.18283333931729e-07,6.57279842684862e-07,4.34754273828589e-06
2011-09-05,4.32293782463334e-06,3.76027503083761e-06,2.7684005093463e-06,2.65545846982277e-06,2.87490683341099e-06,8.61551521423973e-07
2011-09-06,1.99422486416827e-06,3.29479295577381e-06,1.94032247062196e-06,1.97813909925912e-06,3.27950391036273e-06,1.24286011310666e-06
2011-09-07,1.35565930192272e-06,6.30354761038011e-07,1.55976623594832e-06,4.78327567749608e-07,7.80151499425764e-07,6.22628483863393e-07
2011-09-08,5.06944405243078e-06,6.13300935634923e-06,4.33080234239521e-06,6.42865407033009e-06,2.50883019909712e-06,4.27647371245024e-06
2011-09-09,8.9752103532215e-07,7.83423573144166e-07,6.67588644615568e-07,6.49760842976331e-07,5.80486650884473e-07,2.14026020701274e-06
2011-09-10,1.11224728992237e-06,1.12773557458813e-06,9.53291964243866e-07,8.12613959434772e-07,1.7670867607297e-06,1.29555159979283e-06
2011-09-11,3.3392955635787e-06,9.37374282490353e-06,3.8227752513311e-06,5.62275635695749e-06,7.12730518540867e-06,4.21185158789896e-06
2011-09-12,1.48760135167799e-06,1.50379614933253e-06,1.37991664565865e-06,1.69995542854641e-06,4.82748253575932e-07,7.55296302555408e-07
2011-09-13,6.47454518917356e-06,5.49086023232702e-06,6.86753273122897e-06,5.53107126752243e-06,7.71690527609441e-06,5.29987832467599e-06
2011-09-14,2.86299408804428e-06,3.2199055009253e-06,1.7654445640927e-06,2.52933403171242e-06,2.23936103868664e-06,1.6184597878934e-06
2011-09-15,6.77989794441421e-06,7.95512768463281e-06,1.02573224492659e-05,8.98950291466757e-06,3.07448782275839e-06,9.02595891189579e-06
2011-09-16,4.92184433603311e-06,3.60193269086108e-06,4.44223301826105e-06,1.24919083014123e-06,5.75190939863935e-06,5.10574845053334e-06
2011-09-17,9.87333385758216e-07,1.03165891165707e-06,1.06113884212556e-06,8.99547139120205e-07,1.41991809783184e-06,2.38820483357674e-06
2011-09-18,2.37221514493034e-06,8.45689064387957e-07,2.66058886856812e-06,7.53084569802313e-07,5.51839214291172e-06,6.84161849724871e-07
2011-09-19,2.07167042364817e-06,1.11656426152825e-06,3.16781083212816e-06,1.97603302302736e-06,5.31758935861434e-07,NA
2011-09-20,2.61479935607822e-06,3.67742078527508e-06,2.43665496833947e-06,3.66912915322041e-06,NA,NA
2011-09-21,4.17326826077288e-06,4.81306070915519e-06,3.9384415369835e-06,4.5725132210028e-06,NA,NA
2011-09-22,3.505044363767e-06,4.02111788528513e-06,3.15825002857348e-06,5.59618571416057e-06,NA,NA
2011-09-23,2.2613854184054e-06,3.68551801648178e-06,3.03534610393241e-06,3.44486603057829e-06,NA,NA
2011-09-24,3.76667619587322e-06,2.96061157887091e-06,3.2248650837106e-06,3.28106970412316e-06,NA,NA
2011-09-25,1.93063174601481e-06,6.26658867415412e-06,2.98396408713093e-06,5.14692613272474e-06,NA,NA
2011-09-26,1.49447143758362e-06,5.96215667162536e-06,5.51647669685192e-07,4.16994049023322e-06,3.06179838040288e-06,5.64463749867354e-06
2011-09-27,1.62309579274063e-06,1.60793061010572e-06,2.2381066423386e-06,9.18432469402853e-07,5.5765682027936e-06,3.05993584720813e-06
2011-09-28,6.20483450233715e-06,4.83465771210935e-06,3.79991205456976e-06,3.29192397236056e-06,1.08046077794877e-06,1.40733455964205e-06
2011-09-29,3.01031069958606e-06,1.37727341333382e-06,3.61822033928593e-06,1.14219119189257e-06,5.84805191172083e-06,4.79915894712034e-06
2011-09-30,1.94149442039299e-06,3.96946971467016e-06,2.89118673053182e-06,3.32696940424287e-06,3.32235099747305e-06,4.22780986641235e-06
2011-10-01,4.18441199341467e-06,4.29681750412082e-06,3.13470744662982e-06,2.03823139189022e-06,1.93148806734632e-06,2.02757756624922e-06
2011-10-02,1.87371696812417e-06,3.43043641633629e-06,1.83031335307317e-06,1.61474104984333e-06,2.92503030298643e-06,3.47925005322757e-06
2011-10-03,1.5109313155037e-06,2.76730594767679e-06,2.30956912193777e-06,3.65764815167176e-06,4.63543804701866e-07,3.21324635912405e-06
2011-10-04,7.00420808359235e-06,9.39777570555481e-06,6.81314244606363e-06,7.6570838687757e-06,3.46561870154762e-06,6.92453247803432e-07
2011-10-05,1.99184945351205e-06,6.87125836959965e-07,8.7861408618259e-07,2.24619239605258e-07,3.25660797721429e-06,1.03854569575858e-06
2011-10-06,1.21513148181387e-06,1.20206506100075e-06,5.26721700788745e-07,1.83054188736596e-06,8.9034144254923e-07,1.47846597063816e-06
2011-10-07,9.39230030853721e-07,4.68319175652043e-07,8.66441825791221e-07,4.30057227458798e-07,1.68661878714086e-06,8.6068098396524e-07
2011-10-08,5.313012623469e-07,3.9341620544686e-07,4.93447394149672e-07,2.94938402012157e-07,4.90047304525189e-07,1.42894301693261e-06
2011-10-09,3.56127054991922e-07,7.30261116741086e-06,5.88313470817305e-07,4.55473911797703e-06,2.92444954136732e-07,6.3093251880681e-06
2011-10-10,3.37939165820391e-06,4.09366989495935e-06,2.99101450696296e-06,1.90988481484941e-06,7.64648188829532e-06,1.32908392523126e-06
2011-10-11,4.23188232153172e-06,3.76694892029236e-06,2.1361441397646e-06,5.4798247025356e-06,2.5851198749584e-06,3.05064271182986e-06
2011-10-12,2.36671514792841e-06,2.63788350421468e-06,4.47959383137326e-06,2.34336654658205e-06,2.11341496216609e-06,1.89197819847641e-06
2011-10-13,1.15545886454115e-06,2.22937326759043e-06,9.6957535347566e-07,2.01023632108714e-06,3.66203706857506e-06,2.95846830841425e-06
2011-10-14,5.03713074155919e-06,4.2216531343206e-06,4.29540931511365e-06,2.91869204348923e-06,4.31909406931787e-06,3.96243904053408e-06
2011-10-15,4.88033367636359e-06,4.25883343495376e-06,3.25041899174494e-06,3.06847852145997e-06,3.27180573083977e-06,3.00124330921724e-06
2011-10-16,4.97075448622549e-06,4.44467669038961e-06,4.35261740259821e-06,5.04814993189618e-06,4.03006926837765e-06,3.32548202864927e-06
2011-10-17,4.27043559411827e-06,3.68443265660289e-06,4.57425965547219e-06,3.31274580679679e-06,3.04013273543365e-06,3.00855707353628e-06
2011-10-18,2.1580932848212e-06,2.69984661700829e-06,3.09813911253482e-06,3.86804190689571e-06,7.4137694583796e-07,5.29222937545398e-06
2011-10-19,3.10455094509239e-06,2.17868624664077e-06,3.39966622009683e-06,1.78838568771923e-06,2.47723825662574e-06,3.69057196871724e-07
2011-10-20,1.7165910650802e-06,8.61305422624897e-07,1.28471417818152e-06,1.01299848430322e-06,6.25153484922002e-07,3.99616149545824e-07
2011-10-21,7.62576409695436e-07,2.85683680899765e-06,6.49642156512483e-07,2.56116936004681e-06,1.38394952409362e-06,5.7491173114269e-07
2011-10-22,1.21069691795398e-06,1.58682129586533e-06,2.25681655646536e-06,1.58711026827276e-06,6.83990926837769e-07,1.30354586752471e-06
2011-10-23,1.15692290049163e-06,2.24726588937298e-06,1.14405393309139e-06,1.81885053855788e-06,1.86511443836774e-06,2.22051593157717e-06
2011-10-24,1.53411133384054e-06,9.72933804142524e-07,1.71497547924947e-06,1.17564740331838e-06,3.57563875029494e-06,3.36485189008632e-06
2011-10-25,1.67594479042178e-06,5.658055542769e-06,2.04185288611908e-06,5.51146455147448e-06,2.69920365012513e-06,6.03974662950071e-06
2011-10-26,5.89657386276016e-06,2.46476979624594e-06,7.06303836546713e-06,2.03475107109809e-06,7.03703857900612e-06,3.43424855040733e-06
2011-10-27,3.08984205903057e-06,1.39630649503247e-06,2.02757409659886e-06,1.92358048279357e-06,3.23835193881538e-06,2.71292431052143e-06
2011-10-28,2.23374685450419e-06,3.90024240508071e-06,3.02755324913997e-06,3.04034968457665e-06,5.07509819030997e-06,3.04136292189846e-06
2011-10-29,4.16079013501227e-06,2.45433495909596e-06,2.15132527049723e-06,3.69250147442167e-06,1.95673795570918e-06,1.21284765999559e-06
2011-10-30,1.02244772946945e-06,5.84043872647763e-07,2.2370983623085e-06,2.39901341084481e-06,1.24691607148837e-06,1.6732680943397e-06
2011-10-31,2.09381306597541e-06,6.30958521012229e-06,2.43235650323414e-06,5.0744575102349e-06,1.10877826909531e-06,4.40066679416106e-06
2011-11-01,2.89088526667633e-06,2.41296114487821e-06,3.4376457275497e-06,3.75782579010935e-06,3.7691016016309e-06,4.33799450988971e-06
2011-11-02,1.8844352228848e-06,3.44787284075215e-06,3.01164909606198e-06,3.89544140883373e-06,4.29977999520438e-06,5.53916725293481e-06
2011-11-03,4.4766448824255e-06,3.30062920214934e-06,3.96335314623461e-06,5.31905727430816e-06,3.18535889296175e-06,1.07458920699367e-06
2011-11-04,4.44254811825187e-07,6.29324713498797e-07,6.29983408192415e-07,1.20608804154413e-06,4.55854367686568e-07,1.91091072758714e-06
2011-11-05,1.31517482364421e-06,1.43577658465724e-06,1.02543954057728e-06,1.77911684885791e-06,3.41866434146343e-06,6.57687319641217e-07
2011-11-06,2.82330400897196e-06,5.51799433657563e-07,1.88323386082336e-06,7.80885558537115e-07,2.97709265171221e-07,7.10405133541028e-07
2011-11-07,5.34321862486711e-07,7.7033715743581e-07,7.1247971162979e-07,1.01679113822589e-06,6.62794048152786e-07,7.55507991956493e-07
2011-11-08,4.51891179423453e-07,7.12338031454526e-07,9.00510961745737e-07,2.28196945546816e-06,2.39049421426035e-07,2.39659745953073e-06
2011-11-09,5.91053862597881e-07,5.73438058495204e-07,1.48070150540191e-06,8.07472141155599e-07,2.98963090528048e-06,1.48535276334395e-06
2011-11-10,2.0500329720306e-06,2.11753459494795e-06,2.43082072457012e-06,1.76818189806131e-06,3.04902696796875e-06,3.07595595070849e-06
2011-11-11,2.67480084569898e-06,4.33933147291702e-06,3.05988222996231e-06,1.36772435120301e-06,1.90076687589245e-06,2.46673375076062e-06
2011-11-12,2.96330335560651e-06,1.32746620276721e-06,5.16108281431901e-06,4.03475699168209e-06,1.49304857953067e-06,2.60133378116111e-07
2011-11-13,2.85185191988673e-06,5.50390469433765e-06,3.87836785906986e-06,5.19760184501415e-06,1.5186912702773e-06,2.7662434950714e-07
2011-11-14,9.58619959710907e-07,1.31132987306092e-06,1.55961551613926e-06,1.13035669054862e-06,5.22480365295228e-07,3.22585394847792e-07
2011-11-15,1.29066817006918e-06,3.87645598497045e-06,1.2024734515405e-06,4.26329473872074e-06,3.29896029827891e-06,3.09572481227308e-06
2011-11-16,8.22754162972319e-06,7.13693262566599e-06,6.19742325506854e-06,5.82255123540992e-06,1.69971367075223e-06,4.70368832350619e-06
