,date,compound,concentration
57,2011-04-11,Be,0.0505929156606354
58,2011-04-12,Be,0.0389459992804305
59,2011-04-13,Be,0.047039579367433
60,2011-04-14,Be,0.036039540712483
61,2011-04-15,Be,0.0447129595639909
62,2011-04-16,Be,0.0423709527466753
63,2011-04-17,Be,0.0391224780473303
64,2011-04-18,Be,0.0427990323629858
65,2011-04-19,Be,0.0209587550380654
66,2011-04-20,Be,0.0288556338028169
67,2011-04-21,Be,0.0563544196211753
68,2011-04-22,Be,0.0298542397131266
69,2011-04-23,Be,0.0303933948518698
70,2011-04-24,Be,0.0260103681760474
71,2011-04-25,Be,0.032960231980116
72,2011-04-26,Be,0.0354343334305968
73,2011-04-27,Be,0.0464822994866748
74,2011-03-22,Sc,0.838367386439647
75,2011-03-23,Sc,4.18000634653333
76,2011-03-24,Sc,0.823909738327257
77,2011-03-25,Sc,1.07039308855823
78,2011-03-26,Sc,1.55698080564186
79,2011-03-27,Sc,0.0
80,2011-03-28,Sc,0.0348320215565116
81,2011-03-29,Sc,0.381099168040892
82,2011-03-30,Sc,1.56210488645896
83,2011-03-31,Sc,0.80703932183514
84,2011-04-01,Sc,1.41344792171922
85,2011-04-02,Sc,0.763926351717566
86,2011-04-03,Sc,1.50317847316424
87,2011-04-04,Sc,2.68763850286012
88,2011-04-05,Sc,1.3743449502562
89,2011-04-06,Sc,0.775579683893687
90,2011-04-07,Sc,0.28056174873577
91,2011-04-08,Sc,0.244087098509971
92,2011-04-09,Sc,2.61333779840869
93,2011-04-10,Sc,4.11567589703043
94,2011-04-11,Sc,0.821142515306777
95,2011-04-12,Sc,0.653012315161913
96,2011-04-13,Sc,1.20877219627923
97,2011-04-14,Sc,0.0
98,2011-04-15,Sc,0.0961892151827967
99,2011-04-16,Sc,0.998438805408701
100,2011-04-17,Sc,0.729690671441681
101,2011-04-18,Sc,0.760132398144773
102,2011-04-19,Sc,0.419297525719684
103,2011-04-20,Sc,0.597741166797915
104,2011-04-21,Sc,1.01831528546864
105,2011-04-22,Sc,0.0
106,2011-04-23,Sc,0.0
107,2011-04-24,Sc,1.79228376952905
108,2011-04-25,Sc,0.0360424802805099
109,2011-04-26,Sc,1.18608162986969
110,2011-04-27,Sc,1.99857587003747
111,2011-03-22,Ti,58.0832686337472
112,2011-03-23,Ti,28.1824636015035
113,2011-03-24,Ti,55.0605422187885
114,2011-03-25,Ti,46.3974986296941
115,2011-03-26,Ti,32.9627220092216
116,2011-03-27,Ti,26.5841148152327
117,2011-03-28,Ti,60.6561496445386
118,2011-03-29,Ti,43.6645528987652
119,2011-03-30,Ti,47.1479031393821
120,2011-03-31,Ti,58.2407065315481
121,2011-04-01,Ti,36.8339825537097
122,2011-04-02,Ti,30.4307586900275
123,2011-04-03,Ti,45.6151088778331
124,2011-04-04,Ti,50.4510645733506
125,2011-04-05,Ti,45.888740993226
126,2011-04-06,Ti,32.0607672732603
127,2011-04-07,Ti,33.1065680796088
128,2011-04-08,Ti,43.5855449380682
129,2011-04-09,Ti,87.2130113344772
130,2011-04-10,Ti,77.2958201686884
131,2011-04-11,Ti,51.2032331862955
132,2011-04-12,Ti,51.6094123515963
133,2011-04-13,Ti,43.3824581615376
134,2011-04-14,Ti,37.6681332146536
135,2011-04-15,Ti,41.6398365165835
136,2011-04-16,Ti,49.8172278763928
137,2011-04-17,Ti,44.4977614177315
138,2011-04-18,Ti,54.1275956743429
139,2011-04-19,Ti,17.9762371171022
140,2011-04-20,Ti,40.2417823240256
141,2011-04-21,Ti,91.007962652429
142,2011-04-22,Ti,34.3557927564082
143,2011-04-23,Ti,26.2953594469895
144,2011-04-24,Ti,17.8743325031877
145,2011-04-25,Ti,34.4767803251999
146,2011-04-26,Ti,50.741487836423
147,2011-04-27,Ti,42.4684372643885
148,2011-03-22,V,4.71531758469144
149,2011-03-23,V,3.15697089706175
150,2011-03-24,V,3.4351524942345
151,2011-03-25,V,2.26048779318099
152,2011-03-26,V,2.61327252182072
153,2011-03-27,V,2.43122455735072
154,2011-03-28,V,3.71453992263002
155,2011-03-29,V,3.51596478893188
156,2011-03-30,V,4.71057738352112
157,2011-03-31,V,4.6582962177431
158,2011-04-01,V,4.48775014838557
159,2011-04-02,V,5.17010532694215
160,2011-04-03,V,3.44777181432711
161,2011-04-04,V,2.55354679579357
162,2011-04-05,V,3.07417052572487
163,2011-04-06,V,2.02109743106667
164,2011-04-07,V,1.91298295307764
165,2011-04-08,V,3.44318154800953
166,2011-04-09,V,4.3650895087833
167,2011-04-10,V,5.14420484142423
168,2011-04-11,V,4.02038243437675
169,2011-04-12,V,2.78526206694722
170,2011-04-13,V,4.1900272088979
171,2011-04-14,V,2.72155316728096
172,2011-04-15,V,8.57123176950711
173,2011-04-16,V,4.64574189888693
174,2011-04-17,V,5.19136347595219
175,2011-04-18,V,2.86348625461186
176,2011-04-19,V,1.34167609564492
177,2011-04-20,V,1.6665800451147
178,2011-04-21,V,3.64668446313951
179,2011-04-22,V,3.37172317206822
180,2011-04-23,V,3.09580418144937
181,2011-04-24,V,2.82741521628766
182,2011-04-25,V,2.41678424030147
183,2011-04-26,V,3.57305040539845
184,2011-04-27,V,4.95991785351855
185,2011-03-22,Cr,2.82330516530781
186,2011-03-23,Cr,1.84449355245208
187,2011-03-24,Cr,4.02481880244014
188,2011-03-25,Cr,2.46405947885966
189,2011-03-26,Cr,2.91506862590999
190,2011-03-27,Cr,2.69306580012978
191,2011-03-28,Cr,4.80462265323527
192,2011-03-29,Cr,4.89557939054286
193,2011-03-30,Cr,4.24352065169994
194,2011-03-31,Cr,0.73220434854022
195,2011-04-01,Cr,0.0607346410175639
196,2011-04-02,Cr,0.0
197,2011-04-03,Cr,0.0
198,2011-04-04,Cr,0.0
199,2011-04-05,Cr,0.11455900530414
200,2011-04-06,Cr,1.13210021661257
201,2011-04-07,Cr,0.637782417406409
202,2011-04-08,Cr,1.49147359060268
203,2011-04-09,Cr,2.71468062689084
204,2011-04-10,Cr,3.06411804416856
205,2011-04-11,Cr,3.8202526644698
206,2011-04-12,Cr,3.80696524674201
207,2011-04-13,Cr,2.28432088132618
208,2011-04-14,Cr,1.51526051466049
209,2011-04-15,Cr,5.62817006246567
210,2011-04-16,Cr,2.28243776494399
211,2011-04-17,Cr,1.9303502646901
212,2011-04-18,Cr,1.09224511883489
213,2011-04-19,Cr,0.420123035224832
214,2011-04-20,Cr,1.17576269997716
215,2011-04-21,Cr,1.90154736081916
216,2011-04-22,Cr,0.495487729026839
217,2011-04-23,Cr,0.7238033103092
218,2011-04-24,Cr,1.11024529807967
219,2011-04-25,Cr,1.07290167330666
220,2011-04-26,Cr,1.27467349420617
221,2011-04-27,Cr,1.97946329506935
222,2011-03-22,Mn,29.1891930003851
223,2011-03-23,Mn,14.3793895566775
224,2011-03-24,Mn,30.5837086394837
225,2011-03-25,Mn,16.8422328526847
226,2011-03-26,Mn,13.8471023487141
227,2011-03-27,Mn,12.8377466519844
228,2011-03-28,Mn,35.4518512162049
229,2011-03-29,Mn,32.3085493345941
230,2011-03-30,Mn,30.2282224398014
231,2011-03-31,Mn,34.4390927434565
232,2011-04-01,Mn,27.6294227156507
233,2011-04-02,Mn,22.0194470960749
234,2011-04-03,Mn,21.5035700701766
235,2011-04-04,Mn,19.2344403896767
236,2011-04-05,Mn,21.9657482526965
237,2011-04-06,Mn,9.91104724183727
238,2011-04-07,Mn,9.31771673201489
239,2011-04-08,Mn,20.9737529064998
240,2011-04-09,Mn,30.8488030356111
241,2011-04-10,Mn,36.8620643426131
242,2011-04-11,Mn,21.5398561818661
243,2011-04-12,Mn,21.9147013139812
244,2011-04-13,Mn,25.5813781395117
245,2011-04-14,Mn,15.8989261218167
246,2011-04-15,Mn,27.4990465911832
247,2011-04-16,Mn,25.896369946477
248,2011-04-17,Mn,23.5737536379863
249,2011-04-18,Mn,18.0668725518163
250,2011-04-19,Mn,8.13043407449572
251,2011-04-20,Mn,16.2518129726128
252,2011-04-21,Mn,29.5143293650533
253,2011-04-22,Mn,11.2361925266961
254,2011-04-23,Mn,12.499455639944
255,2011-04-24,Mn,12.8508739844138
256,2011-04-25,Mn,17.9863360501946
257,2011-04-26,Mn,16.280941222328
258,2011-04-27,Mn,24.628171458344
259,2011-03-22,Co,0.36023576187573
260,2011-03-23,Co,0.202556869834207
261,2011-03-24,Co,0.338641672589946
262,2011-03-25,Co,0.250306672000351
263,2011-03-26,Co,0.212594474570218
264,2011-03-27,Co,0.166302576691246
265,2011-03-28,Co,0.381414750104535
266,2011-03-29,Co,0.312379086212036
267,2011-03-30,Co,0.288812617398445
268,2011-03-31,Co,0.344785919599228
269,2011-04-01,Co,0.240946205542739
270,2011-04-02,Co,0.189547356410944
271,2011-04-03,Co,0.253208774519263
272,2011-04-04,Co,0.245385290229855
273,2011-04-05,Co,0.258006476674725
274,2011-04-06,Co,0.141632614967643
275,2011-04-07,Co,0.13167303229984
276,2011-04-08,Co,0.22941503803615
277,2011-04-09,Co,0.419415259142093
278,2011-04-10,Co,0.418308538598898
279,2011-04-11,Co,0.260270071397115
280,2011-04-12,Co,0.236349016245841
281,2011-04-13,Co,0.250007004714878
282,2011-04-14,Co,0.169055451030337
283,2011-04-15,Co,0.284682041041666
284,2011-04-16,Co,0.274774330870741
285,2011-04-17,Co,0.248604036111987
286,2011-04-18,Co,0.228045370054705
287,2011-04-19,Co,0.0761052674147632
288,2011-04-20,Co,0.167822179899506
289,2011-04-21,Co,0.354938684999091
290,2011-04-22,Co,0.146137890603585
291,2011-04-23,Co,0.123912701511961
292,2011-04-24,Co,0.109141376129793
293,2011-04-25,Co,0.168682299832105
294,2011-04-26,Co,0.225613143742256
295,2011-04-27,Co,0.260479634767417
296,2011-03-22,Ni,2.68073061030361
297,2011-03-23,Ni,2.04637573348855
298,2011-03-24,Ni,4.32769305479962
299,2011-03-25,Ni,2.99966572679809
300,2011-03-26,Ni,3.67939421974192
301,2011-03-27,Ni,3.46082685317919
302,2011-03-28,Ni,4.58046191610493
303,2011-03-29,Ni,4.45703564268753
304,2011-03-30,Ni,4.90014883848929
305,2011-03-31,Ni,4.66116697575104
306,2011-04-01,Ni,4.58474666123247
307,2011-04-02,Ni,4.3570548829563
308,2011-04-03,Ni,3.79253621746075
309,2011-04-04,Ni,3.11697826278986
310,2011-04-05,Ni,4.18064560735894
311,2011-04-06,Ni,1.33202161491674
312,2011-04-07,Ni,0.961282769665125
313,2011-04-08,Ni,1.85457952818904
314,2011-04-09,Ni,2.19148843376042
315,2011-04-10,Ni,2.77826763985861
316,2011-04-11,Ni,2.22599552159408
317,2011-04-12,Ni,2.49317498305464
318,2011-04-13,Ni,3.1118392530787
319,2011-04-14,Ni,2.16980155057604
320,2011-04-15,Ni,4.38598628033192
321,2011-04-16,Ni,2.99114846367365
322,2011-04-17,Ni,3.12190880071023
323,2011-04-18,Ni,1.93966937078106
324,2011-04-19,Ni,1.17721905045183
325,2011-04-20,Ni,1.71791062983301
326,2011-04-21,Ni,1.63293598965649
327,2011-04-22,Ni,1.23817843877999
328,2011-04-23,Ni,1.56237989446465
329,2011-04-24,Ni,1.47485993684084
330,2011-04-25,Ni,1.41222205085124
331,2011-04-26,Ni,1.76254991633641
332,2011-04-27,Ni,2.54832218874929
333,2011-03-22,Cu,5.68221001118
334,2011-03-23,Cu,4.59842948172079
335,2011-03-24,Cu,7.63928601640818
336,2011-03-25,Cu,3.50802698306205
337,2011-03-26,Cu,6.08576880740496
338,2011-03-27,Cu,5.81469172781027
339,2011-03-28,Cu,8.93003711480063
340,2011-03-29,Cu,9.69216355940053
341,2011-03-30,Cu,7.2036746993279
342,2011-03-31,Cu,11.1179288115976
343,2011-04-01,Cu,9.56832663551592
344,2011-04-02,Cu,5.53757507585566
345,2011-04-03,Cu,4.39504417556814
346,2011-04-04,Cu,4.24337750661188
347,2011-04-05,Cu,6.82985847327803
348,2011-04-06,Cu,3.25689525875519
349,2011-04-07,Cu,2.38047181786823
350,2011-04-08,Cu,3.42212863978412
351,2011-04-09,Cu,5.67945767814719
352,2011-04-10,Cu,9.83861868635349
353,2011-04-11,Cu,4.94351694683184
354,2011-04-12,Cu,5.41103860959002
355,2011-04-13,Cu,7.7036209816373
356,2011-04-14,Cu,5.75721885154631
357,2011-04-15,Cu,10.6883920001989
358,2011-04-16,Cu,7.28634863521296
359,2011-04-17,Cu,6.4574328048635
360,2011-04-18,Cu,2.38036188940063
361,2011-04-19,Cu,3.26439315965404
362,2011-04-20,Cu,4.75964977907434
363,2011-04-21,Cu,6.71263397252106
364,2011-04-22,Cu,5.44956323862257
365,2011-04-23,Cu,3.11517768306015
366,2011-04-24,Cu,5.81657439958424
367,2011-04-25,Cu,6.39085348227736
368,2011-04-26,Cu,3.6125940986901
369,2011-04-27,Cu,5.43092395908658
370,2011-03-22,Zn,67.1502324886457
371,2011-03-23,Zn,73.1774624386783
372,2011-03-24,Zn,88.7248091866901
373,2011-03-25,Zn,34.162464697687
374,2011-03-26,Zn,37.4710830516745
375,2011-03-27,Zn,53.6799665864754
376,2011-03-28,Zn,120.211812595922
377,2011-03-29,Zn,142.996810418371
378,2011-03-30,Zn,151.492612527976
379,2011-03-31,Zn,144.314350029938
380,2011-04-01,Zn,110.240714120394
381,2011-04-02,Zn,66.2415164106662
382,2011-04-03,Zn,49.8300823998024
383,2011-04-04,Zn,34.5979448989356
384,2011-04-05,Zn,42.5128603717118
385,2011-04-06,Zn,19.6643570760456
386,2011-04-07,Zn,22.0270084880818
387,2011-04-08,Zn,30.0305905491268
388,2011-04-09,Zn,58.5889488330054
389,2011-04-10,Zn,112.049218029012
390,2011-04-11,Zn,60.5495519381945
391,2011-04-12,Zn,64.3630697818241
392,2011-04-13,Zn,132.015416781686
393,2011-04-14,Zn,81.9688934404067
394,2011-04-15,Zn,130.903517841122
395,2011-04-16,Zn,97.8537631494854
396,2011-04-17,Zn,87.9115842255703
397,2011-04-18,Zn,24.808358426503
398,2011-04-19,Zn,23.1364753336536
399,2011-04-20,Zn,50.6876561944297
400,2011-04-21,Zn,56.5296014437042
401,2011-04-22,Zn,57.7091184155396
402,2011-04-23,Zn,42.9792129055789
403,2011-04-24,Zn,70.1399496354423
404,2011-04-25,Zn,91.3229084459611
405,2011-04-26,Zn,28.0770474662713
406,2011-04-27,Zn,86.5105371241631
407,2011-03-22,Ga,0.631077900961598
408,2011-03-23,Ga,0.310389429707391
409,2011-03-24,Ga,0.518099966977327
410,2011-03-25,Ga,0.321625902952588
411,2011-03-26,Ga,0.333963475403485
412,2011-03-27,Ga,0.270146029406814
413,2011-03-28,Ga,0.837283519679586
414,2011-03-29,Ga,1.24013908325836
415,2011-03-30,Ga,0.768756186847068
416,2011-03-31,Ga,0.774686913841855
417,2011-04-01,Ga,0.603087179922381
418,2011-04-02,Ga,0.435590292182203
419,2011-04-03,Ga,0.432530897673755
420,2011-04-04,Ga,0.287827000726629
421,2011-04-05,Ga,0.269895222717482
422,2011-04-06,Ga,0.161183145392008
423,2011-04-07,Ga,0.154615354483682
424,2011-04-08,Ga,0.396244805996874
425,2011-04-09,Ga,0.630578058484345
426,2011-04-10,Ga,0.745857909962967
427,2011-04-11,Ga,0.494464951942628
428,2011-04-12,Ga,0.405564714657683
429,2011-04-13,Ga,0.631738933435462
430,2011-04-14,Ga,0.348091297477643
431,2011-04-15,Ga,0.675852923231016
432,2011-04-16,Ga,0.668455791383505
433,2011-04-17,Ga,0.641834391938551
434,2011-04-18,Ga,0.35493028039765
435,2011-04-19,Ga,0.0894079597752095
436,2011-04-20,Ga,0.225613585454609
437,2011-04-21,Ga,0.537084001562966
438,2011-04-22,Ga,0.238181039157275
439,2011-04-23,Ga,0.290499494520712
440,2011-04-24,Ga,0.375388527345674
441,2011-04-25,Ga,0.424027170719895
442,2011-04-26,Ga,0.310257272585574
443,2011-04-27,Ga,0.575171009082169
444,2011-03-22,Ge,0.0
445,2011-03-23,Ge,0.0
446,2011-03-24,Ge,0.560966285044854
447,2011-03-25,Ge,0.421241490222287
448,2011-03-26,Ge,0.420248970889612
449,2011-03-27,Ge,0.484827237763215
450,2011-03-28,Ge,0.642284167237019
451,2011-03-29,Ge,0.631342591538891
452,2011-03-30,Ge,0.761432036076721
453,2011-03-31,Ge,0.553203205946643
454,2011-04-01,Ge,0.784916337745275
455,2011-04-02,Ge,0.72618246487186
456,2011-04-03,Ge,0.426947391478953
457,2011-04-04,Ge,0.475942339309877
458,2011-04-05,Ge,0.64377683778016
459,2011-04-06,Ge,0.251521797714061
460,2011-04-07,Ge,0.142816270111369
461,2011-04-08,Ge,0.272603689354507
462,2011-04-09,Ge,0.283985759156325
463,2011-04-10,Ge,0.18646531773405
464,2011-04-11,Ge,0.279326244468399
465,2011-04-12,Ge,0.0
466,2011-04-13,Ge,0.0
467,2011-04-14,Ge,0.0
468,2011-04-15,Ge,0.0
469,2011-04-16,Ge,0.0244381227966668
470,2011-04-17,Ge,0.0
471,2011-04-18,Ge,0.0
472,2011-04-19,Ge,0.0
473,2011-04-20,Ge,0.0
474,2011-04-21,Ge,0.21379610960263
475,2011-04-22,Ge,0.0340693152493989
476,2011-04-23,Ge,0.0
477,2011-04-24,Ge,0.014099923370959
478,2011-04-25,Ge,0.118422998726419
479,2011-04-26,Ge,0.0965524675307808
480,2011-04-27,Ge,0.0
481,2011-03-22,As,3.41117907671064
482,2011-03-23,As,2.01675645062613
483,2011-03-24,As,2.75600793980111
484,2011-03-25,As,0.942744290788613
485,2011-03-26,As,2.74885801083747
486,2011-03-27,As,2.07414846174964
487,2011-03-28,As,5.88992133604216
488,2011-03-29,As,5.33314626060006
489,2011-03-30,As,3.2296548017321
490,2011-03-31,As,5.32094476207029
491,2011-04-01,As,3.93557648855169
492,2011-04-02,As,2.96095354409505
493,2011-04-03,As,2.33457944997575
494,2011-04-04,As,1.7532675759722
495,2011-04-05,As,1.53842810725108
496,2011-04-06,As,0.393867940513316
497,2011-04-07,As,0.616574244908484
498,2011-04-08,As,1.10468435288968
499,2011-04-09,As,2.61558341836109
500,2011-04-10,As,3.21278415794685
501,2011-04-11,As,3.0416162153858
502,2011-04-12,As,2.49696595552894
503,2011-04-13,As,4.51792345332985
504,2011-04-14,As,1.50590355431941
505,2011-04-15,As,5.30804681945061
506,2011-04-16,As,5.06168023758183
507,2011-04-17,As,4.4838138813863
508,2011-04-18,As,0.690782507136443
509,2011-04-19,As,0.515025886451595
510,2011-04-20,As,1.34983722881438
511,2011-04-21,As,2.17548990471253
512,2011-04-22,As,1.0886017999581
513,2011-04-23,As,1.52872569878732
514,2011-04-24,As,1.95301138630474
515,2011-04-25,As,2.58021371410029
516,2011-04-26,As,1.31821558137496
517,2011-04-27,As,2.81535067431002
518,2011-03-22,Se,0.770240791898398
519,2011-03-23,Se,0.356190036563242
520,2011-03-24,Se,0.795505037269594
521,2011-03-25,Se,0.328196812498016
522,2011-03-26,Se,0.520646466381814
523,2011-03-27,Se,0.448364822766658
524,2011-03-28,Se,1.52806521692858
525,2011-03-29,Se,0.964413675030497
526,2011-03-30,Se,1.00786474515258
527,2011-03-31,Se,1.69078042770147
528,2011-04-01,Se,0.979548464478698
529,2011-04-02,Se,0.754064979116138
530,2011-04-03,Se,1.00121530865907
531,2011-04-04,Se,0.526217570109176
532,2011-04-05,Se,0.513989941240534
533,2011-04-06,Se,0.301846865581166
534,2011-04-07,Se,0.390324811019648
535,2011-04-08,Se,0.688772856955426
536,2011-04-09,Se,0.980405971318882
537,2011-04-10,Se,1.61192734335528
538,2011-04-11,Se,0.931297286787313
539,2011-04-12,Se,0.877892057530879
540,2011-04-13,Se,1.47683654818169
541,2011-04-14,Se,0.858736964905358
542,2011-04-15,Se,0.588452149857287
543,2011-04-16,Se,0.760690994785072
544,2011-04-17,Se,0.526333901949163
545,2011-04-18,Se,0.366948090962184
546,2011-04-19,Se,0.348747349562445
547,2011-04-20,Se,0.520106596837862
548,2011-04-21,Se,0.84960241469788
549,2011-04-22,Se,0.567028200379639
550,2011-04-23,Se,0.638295955251547
551,2011-04-24,Se,0.180717507600504
552,2011-04-25,Se,0.742593401184752
553,2011-04-26,Se,0.653245891971682
554,2011-04-27,Se,1.10337045740398
555,2011-03-22,Rb,2.47588555736306
556,2011-03-23,Rb,0.974352636362553
557,2011-03-24,Rb,1.75587208980527
558,2011-03-25,Rb,1.23605458430872
559,2011-03-26,Rb,1.03510571307329
560,2011-03-27,Rb,0.823738692541726
561,2011-03-28,Rb,2.47488898706469
562,2011-03-29,Rb,2.53572818819157
563,2011-03-30,Rb,2.36554183964438
564,2011-03-31,Rb,2.95950078496608
565,2011-04-01,Rb,2.25753521518469
566,2011-04-02,Rb,1.63258911618018
567,2011-04-03,Rb,1.46041874783973
568,2011-04-04,Rb,0.910530439215715
569,2011-04-05,Rb,0.885362022884567
570,2011-04-06,Rb,0.569068802738495
571,2011-04-07,Rb,0.55259438562104
572,2011-04-08,Rb,1.34266614160903
573,2011-04-09,Rb,3.09221726464384
574,2011-04-10,Rb,3.2384009788722
575,2011-04-11,Rb,1.90711617553464
576,2011-04-12,Rb,1.84694497421901
577,2011-04-13,Rb,2.98619683231363
578,2011-04-14,Rb,1.42186029258707
579,2011-04-15,Rb,2.55925656613412
580,2011-04-16,Rb,2.52411208096313
581,2011-04-17,Rb,2.29202812625882
582,2011-04-18,Rb,1.54747601203139
583,2011-04-19,Rb,0.378074564801796
584,2011-04-20,Rb,1.01116430103488
585,2011-04-21,Rb,2.24420299171544
586,2011-04-22,Rb,0.776161871167386
587,2011-04-23,Rb,1.15329721221082
588,2011-04-24,Rb,1.44484779193648
589,2011-04-25,Rb,1.74762855523856
590,2011-04-26,Rb,1.21311149617031
591,2011-04-27,Rb,2.05428269655622
592,2011-03-22,Sr,6.14703632395488
593,2011-03-23,Sr,2.2493631402052
594,2011-03-24,Sr,4.0176365414965
595,2011-03-25,Sr,2.69677480128479
596,2011-03-26,Sr,1.69182474833067
597,2011-03-27,Sr,1.17685620934176
598,2011-03-28,Sr,4.79193625530333
599,2011-03-29,Sr,3.32783639334246
600,2011-03-30,Sr,3.15194683933267
601,2011-03-31,Sr,4.00787182038601
602,2011-04-01,Sr,2.58527243166308
603,2011-04-02,Sr,2.26653274942563
604,2011-04-03,Sr,2.65796388518932
605,2011-04-04,Sr,2.41081711672058
606,2011-04-05,Sr,2.28798044622677
607,2011-04-06,Sr,2.35820848630977
608,2011-04-07,Sr,2.66637937480772
609,2011-04-08,Sr,3.67198471891213
610,2011-04-09,Sr,7.3982494744642
611,2011-04-10,Sr,6.25788452286905
612,2011-04-11,Sr,4.23434529352078
613,2011-04-12,Sr,3.46595935625675
614,2011-04-13,Sr,3.59867521033287
615,2011-04-14,Sr,2.73404627665863
616,2011-04-15,Sr,3.6769119758296
617,2011-04-16,Sr,3.71372740945044
618,2011-04-17,Sr,3.71018877502253
619,2011-04-18,Sr,3.36035425182436
620,2011-04-19,Sr,1.05436442929725
621,2011-04-20,Sr,2.30061241650142
622,2011-04-21,Sr,5.31310237942098
623,2011-04-22,Sr,2.19682813638037
624,2011-04-23,Sr,1.75996979078572
625,2011-04-24,Sr,1.43659273240832
626,2011-04-25,Sr,2.59595842033176
627,2011-04-26,Sr,4.11792354024782
628,2011-04-27,Sr,3.99361088336695
629,2011-03-22,Y,0.476995961858713
630,2011-03-23,Y,0.364208945450054
631,2011-03-24,Y,0.0
632,2011-03-25,Y,0.0
633,2011-03-26,Y,0.0
634,2011-03-27,Y,0.0
635,2011-03-28,Y,0.0
636,2011-03-29,Y,0.0
637,2011-03-30,Y,0.0
638,2011-03-31,Y,0.0882661942227639
639,2011-04-01,Y,0.0
640,2011-04-02,Y,0.0
641,2011-04-03,Y,0.0515548580512982
642,2011-04-04,Y,0.0
643,2011-04-05,Y,0.0768555554554602
644,2011-04-06,Y,0.33695524422756
645,2011-04-07,Y,0.271418155689832
646,2011-04-08,Y,0.329236635510614
647,2011-04-09,Y,0.549062279781937
648,2011-04-10,Y,0.506097196434224
649,2011-04-11,Y,0.426890505496734
650,2011-04-12,Y,0.0732606058945144
651,2011-04-13,Y,0.0626103581936313
652,2011-04-14,Y,0.0
653,2011-04-15,Y,0.00335788244309595
654,2011-04-16,Y,0.00975005954962034
655,2011-04-17,Y,0.0
656,2011-04-18,Y,0.404360678128514
657,2011-04-19,Y,0.0
658,2011-04-20,Y,0.067470382351756
659,2011-04-21,Y,0.49073279964034
660,2011-04-22,Y,0.089990335498132
661,2011-04-23,Y,0.104483406731161
662,2011-04-24,Y,0.0598599876197943
663,2011-04-25,Y,0.0993327053627068
664,2011-04-26,Y,0.355730409104973
665,2011-04-27,Y,0.25015623976604
666,2011-03-22,Zr,3.15164601775772
667,2011-03-23,Zr,3.02166331970679
668,2011-03-24,Zr,0.0
669,2011-03-25,Zr,0.0
670,2011-03-26,Zr,0.0
671,2011-03-27,Zr,0.0
672,2011-03-28,Zr,0.0
673,2011-03-29,Zr,0.0
674,2011-03-30,Zr,0.0
675,2011-03-31,Zr,12.3154966104171
676,2011-04-01,Zr,10.1967448278928
677,2011-04-02,Zr,9.67820812065969
678,2011-04-03,Zr,11.5826670908588
679,2011-04-04,Zr,9.51569857524218
680,2011-04-05,Zr,11.0600900523302
681,2011-04-06,Zr,1.77049534846544
682,2011-04-07,Zr,0.931046226027773
683,2011-04-08,Zr,1.50932774498345
684,2011-04-09,Zr,3.23701841347363
685,2011-04-10,Zr,4.0410698626338
686,2011-04-11,Zr,1.59374786689258
