"DatesH","TKB","TKO","TYM"
2010-01-01,NA,0.466608852843463,0.33453195231581
2010-01-02,0.23031072894274,0.35796365057651,0.317998827437952
2010-01-03,0.314481141293727,0.242524916943522,NA
2010-01-04,0.315301934727379,NA,NA
2010-01-05,0.29610123119015,NA,NA
2010-01-06,0.219757670510064,0.377089941522226,NA
2010-01-07,0.575888215751417,0.39470162894159,NA
2010-01-08,0.721073545697349,0.379350471689733,NA
2010-01-09,0.656837991010358,0.358103241296519,NA
2010-01-10,0.624983388704319,NA,NA
2010-01-11,0.60345372821433,NA,0.272288450263826
2010-01-12,0.494751156276464,0.289153801055306,0.266523353527457
2010-01-13,0.509480652726207,NA,NA
2010-01-14,0.499777701778386,0.226363103380887,NA
2010-01-15,0.317634495658729,0.291438125637852,0.29141098299785
2010-01-16,0.360888076160697,0.311063122923588,0.388733632988079
2010-01-17,0.385714285714286,0.299876880984952,0.358256791088528
2010-01-18,0.354279851475474,0.406189452525196,0.254954074653117
2010-01-19,0.494951468959677,0.274856361149111,0.260543287082275
2010-01-20,0.503234316982607,0.242759429353137,NA
2010-01-21,0.484502638264608,0.278112175102599,NA
2010-01-22,0.432610253403687,NA,NA
2010-01-23,0.44187219073676,0.511046511627907,0.288684776236076
2010-01-24,0.440307708707162,0.504669202206822,0.324618917334376
2010-01-25,0.315360562829783,0.46500757279656,0.291831151065077
2010-01-26,0.283784444010162,0.375354793080023,0.318807895251124
2010-01-27,0.264634225783337,0.266428897140251,0.317080320500293
2010-01-28,0.396570256009381,NA,0.338733632988079
2010-01-29,0.387766269298417,NA,0.363924174320891
2010-01-30,0.388489349228063,NA,NA
2010-01-31,NA,NA,NA
2010-02-01,0.390975180769982,NA,0.338733632988079
2010-02-02,0.386945475864765,NA,0.363924174320891
2010-02-03,0.602696892710573,0.527403752198554,0.22077389095173
2010-02-04,0.560242003778256,0.543175037456843,NA
2010-02-05,0.520725922504308,0.506014809024385,NA
2010-02-06,0.452755520812976,0.226324017979285,NA
2010-02-07,0.263533320304866,0.245182724252492,0.269718585108462
2010-02-08,0.27530779753762,0.27202950947821,0.286307080971924
2010-02-09,0.279766790437105,0.492116474496775,NA
2010-02-10,0.37469545957918,0.403226717043407,0.308774672659762
2010-02-11,0.40670847620232,0.357396912253273,0.350039085401603
2010-02-12,0.465363819946583,0.333255162530128,0.379171389486027
2010-02-13,0.494428826986966,0.335453251067869,0.361367989056088
2010-02-14,0.479190576864995,0.300700745414445,0.310982997850303
2010-02-15,0.482267663936611,0.25983974985343,0.317111588821575
2010-02-16,0.4593707250342,NA,NA
2010-02-17,NA,NA,NA
2010-02-18,NA,NA,NA
2010-02-19,NA,NA,NA
2010-02-20,NA,0.223926780014331,NA
2010-02-21,0.287535014005602,0.348418437142299,NA
2010-02-22,0.359435867370204,0.271047488762947,NA
2010-02-23,NA,NA,NA
2010-02-24,NA,NA,NA
2010-02-25,0.224565174907172,NA,0.247948016415869
2010-02-26,0.279278222917074,0.342541202527523,0.247097908931014
2010-02-27,NA,0.253263631033809,NA
2010-02-28,NA,NA,NA
2010-03-01,NA,0.341786637135474,NA
2010-03-02,NA,0.340192007035372,NA
2010-03-03,0.309041756237379,0.37868648535748,NA
2010-03-04,0.309803921568627,0.431268180292752,NA
2010-03-05,0.365917529802619,0.348235667855921,NA
2010-03-06,0.389964823138558,0.328433744869845,0.307836623021302
2010-03-07,0.325894078561657,0.275346882939222,0.35905804182138
2010-03-08,0.445389876880985,0.547400820793434,0.220109439124487
2010-03-09,0.52844331531062,0.522599737569446,0.362481271578399
2010-03-10,0.314411853536341,0.286860790827959,0.394658328447658
2010-03-11,NA,0.251690443619308,0.469168132369227
2010-03-12,0.341969035676286,0.309900820793434,NA
2010-03-13,0.392234031358518,0.364876555273272,NA
2010-03-14,0.362165331248779,0.413630519527272,0.285049833887043
2010-03-15,0.43577942805029,0.452712771154974,0.384020584978177
2010-03-16,0.42405985650074,0.502772892102577,0.339207000629709
2010-03-17,0.286669706642347,0.43865368557571,0.451331346492085
2010-03-18,0.287977981890431,0.351901860109794,0.422719475387054
2010-03-19,0.359596551799014,0.306918116083643,0.287795583349619
2010-03-20,0.271897596247801,0.420793433652531,0.275791479382451
2010-03-21,0.452759708534577,0.516496482313856,NA
2010-03-22,0.418568822877988,0.464438297680432,0.218135626343561
2010-03-23,NA,0.394543677936291,0.228356458862615
2010-03-24,0.342329489935509,0.449020910689857,0.28859357696567
2010-03-25,0.316601524330662,0.40234121555599,0.28562960067748
2010-03-26,0.348774238377522,0.401607387140903,NA
2010-03-27,0.657213921509407,0.425225116880384,NA
2010-03-28,0.678424858315419,0.434647254250537,NA
2010-03-29,0.5466311390388,0.38186925933164,NA
2010-03-30,0.44859781121751,0.359484072698847,NA
2010-03-31,0.441510867913057,0.324715653703342,NA
2010-04-01,NA,0.294736499250863,0.338982802423295
2010-04-02,NA,NA,0.346318643736564
2010-04-03,NA,0.283948928408573,0.336735391831151
2010-04-04,NA,0.292422317764315,0.293621262458472
2010-04-05,0.37437789069116,0.364641241111829,NA
2010-04-06,0.388405848597367,0.445283043449938,NA
2010-04-07,0.352693635593772,0.43269849165882,NA
2010-04-08,0.388528434629666,0.29078887368901,NA
2010-04-09,0.410196404143053,0.233457103771741,0.318790306820403
2010-04-10,0.40078170803205,0.271623998436584,0.303380887238616
2010-04-11,0.36530519184418,NA,0.258403361344538
2010-04-12,0.403657276864234,NA,0.263376978698456
2010-04-13,0.480269200703537,NA,0.393019998697153
2010-04-14,0.324948211842877,NA,0.400283369161618
2010-04-15,NA,NA,NA
2010-04-16,NA,0.327789720539379,NA
2010-04-17,0.226695329294509,0.3218764249886,NA
2010-04-18,0.230662497557162,0.367891342583545,NA
2010-04-19,0.23296853625171,0.322777017783858,0.270451436388509
2010-04-20,0.241293726793043,NA,0.236798905608755
2010-04-21,0.258530388899746,0.302110611686535,NA
2010-04-22,0.510904827047098,0.523680867695916,0.340990814930623
2010-04-23,0.560406488176666,0.513033352876034,0.378392287147417
2010-04-24,0.494359976548759,0.360238979312655,0.382110285974855
2010-04-25,NA,0.376372874731288,NA
2010-04-26,NA,0.253309230669012,0.238977916748095
2010-04-27,0.346804768418995,0.402199639545741,0.338889974594489
2010-04-28,0.381424662888411,0.414641391440297,0.380965409419582
2010-04-29,0.432040257963651,0.345050811022083,0.416679695133867
2010-04-30,0.437766920721777,0.341910210172864,NA
2010-05-01,NA,0.341547781903459,NA
2010-05-02,NA,0.23218682821966,0.244049247606019
2010-05-03,NA,0.263506449091264,0.391139828024233
2010-05-04,0.271282001172562,0.389840802152704,0.489208086335309
2010-05-05,0.315639046316201,0.441186241938636,0.47515341020129
2010-05-06,NA,0.39874682431112,0.440961500879422
2010-05-07,0.364367142205719,0.432304084424467,NA
2010-05-08,0.376377760406488,0.425491498925151,NA
2010-05-09,0.27719366816494,0.323529411764706,0.361139339456713
2010-05-10,0.414344342388118,0.287903068204026,NA
2010-05-11,0.366117842485832,0.234258354504593,NA
2010-05-12,0.406618461338024,0.351647449677545,NA
2010-05-13,0.46768340824702,0.432056136408052,0.234043384795779
2010-05-14,0.461815191192756,0.43531366034786,NA
2010-05-15,0.35656439319914,0.321164744967755,NA
2010-05-16,0.355797202601971,0.293726793042799,0.288684776236076
2010-05-17,0.424308676959156,0.387489414370399,NA
2010-05-18,0.401231190150479,0.480164158686731,0.255683668816364
2010-05-19,0.390393874251603,0.456111979675591,0.304703276659501
2010-05-20,0.319830257684469,0.456583935899941,NA
2010-05-21,0.42453586085597,0.511380366099928,NA
2010-05-22,0.44562243502052,0.486284030606876,0.283681844830956
2010-05-23,0.409131326949384,0.404938290164008,0.218604651162791
2010-05-24,0.308823529411765,0.270041039671683,0.364632597224936
2010-05-25,NA,0.244987297244479,0.383812129502964
2010-05-26,0.400547195622435,NA,0.312282587453586
2010-05-27,0.334290925672595,NA,NA
2010-05-28,0.428501074848544,0.301387531756889,NA
2010-05-29,0.434254905792686,0.336627906976744,0.264715653703342
2010-05-30,0.44641112258857,0.226050420168067,0.349271057260113
2010-05-31,0.391971207087486,NA,0.261767962999153
2010-06-01,0.296462771154974,NA,NA
2010-06-02,0.319347273793238,0.306256107094,NA
2010-06-03,0.338534948863266,0.37608624845287,0.252648035958569
2010-06-04,0.306521678438817,0.224701973812781,0.417443489023516
2010-06-05,NA,0.2218747964302,0.390162505073586
2010-06-06,NA,0.298006644518272,0.360538401407074
2010-06-07,NA,0.325757279656048,0.393895348837209
2010-06-08,0.221164744967755,0.38312487785812,0.377001032971328
2010-06-09,NA,0.305657611881962,0.330662497557162
2010-06-10,0.376810631229236,0.335755325385968,0.462858445703863
2010-06-11,0.440256009380496,0.35188098495212,0.474159338153866
2010-06-12,0.411254819052357,0.368800078170803,0.374773630382386
2010-06-13,0.310131494458248,0.297461225505001,0.332005081102208
2010-06-14,0.377117125920136,0.378741884350639,0.299140121164745
2010-06-15,0.291192756172236,0.413297411988051,0.256957201485245
2010-06-16,0.261813562634356,0.428161031854602,0.257260113347665
2010-06-17,0.237482900136799,0.252325581395349,NA
2010-06-18,0.216904436193082,0.395881375806136,0.225874535860856
2010-06-19,0.245925346882939,0.407905022474106,0.361383623216729
2010-06-20,0.220793433652531,0.415541332812195,0.259253468829392
2010-06-21,0.232470197381278,0.320256009380496,0.213875317568888
2010-06-22,0.255677154582763,0.357721321086574,0.386742231776432
2010-06-23,0.370884167620537,0.263303693570451,0.359276268646994
2010-06-24,0.373173455428683,0.255735782685167,0.390531561461794
2010-06-25,0.315597518076998,NA,0.221829196794997
2010-06-26,0.407759848125297,0.372069137732612,NA
2010-06-27,0.388915839933785,0.423673539183115,0.286730506155951
2010-06-28,0.399210775544565,0.489883395218553,0.363663604976874
2010-06-29,0.459639437170217,0.485606800859879,0.322724903915054
2010-06-30,0.421394371702169,0.330294443358739,0.271369943326168
2010-07-01,0.389461598592926,0.23109243697479,NA
2010-07-02,0.312683212820012,0.295641977721321,NA
2010-07-03,NA,NA,0.216435411373852
2010-07-04,NA,NA,0.265683017393004
2010-07-05,0.288482834994463,0.322167936942219,0.224731287863983
2010-07-06,0.348719953097518,0.440707445769005,0.247635333203049
2010-07-07,0.293971076802814,0.418409224154778,0.298788352550322
2010-07-08,0.356660803856426,0.462012898182529,0.278561657221028
2010-07-09,0.335950194031101,0.467738258093935,0.272464334571038
2010-07-10,0.229147938245065,0.470959546609341,NA
2010-07-11,0.238196208716045,0.333035539797314,NA
2010-07-12,NA,NA,0.265650446225002
2010-07-13,0.296335743599765,NA,0.291156927887434
